VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,q,TMAX,MAXTMIN,T_dist,MAX_WSF5,W_dist,max_tmmx,max_tmmn,min_rmax,max_bi,sdc_BA90_resid,sdc_BA90_maxtmmx_resid,sdc_BA90_maxbi_resid,lat,long
1987TRAVIS,142,TRAVIS,1987,no,Forest,USF,SRF,92.86,4781,725,15.2,234,19870831,19870906.0,0.00561088474590567,41.1,12.8,32.3,NA,NA,33.61184082031252,18.434991455078148,44.46009826660156,67.16190338134766,-0.5536543428498429,-0.4845576499131322,-0.5598034031506404,40.10596501,-123.23284576
1987TRINITY,143,TRINITY,1987,no,Forest,USF,SHF,100.0,570,20,3.4,6,19870830,19870912.0,0.017216179521777,NA,NA,NA,NA,NA,39.60344848632815,15.878472900390648,51.72793197631836,65.988494873046875,0.08190047056326934,0.3052134935304384,0.07381475413121649,40.60590312,-123.38719015
1987USF05141987000282,68, ,1987,no,Forest,USF,SHF,100.0,420,24,5.7,12,19870830,19870912.0,0.0126951615943668,NA,NA,NA,NA,NA,36.57503662109377,15.983392333984398,54.088829040527344,61.53147506713867,-0.1280800037598026,0.019372332682769517,-0.14319297578217488,40.49377913,-123.24322844
1987WALLOW,145,WALLOW,1987,no,Forest,USF,SHF,96.05,1395,21,1.5,13,19870830,19870920.0,0.0138344735991456,NA,NA,NA,NA,NA,37.9279724121094,16.830133056640648,47.11341094970703,66.56071472167969,-0.21497321477795972,-0.03182357401335495,-0.22216792761852597,40.43599269,-123.39764246
1987YELLOW2,146,YELLOW #2,1987,no,Forest,USF,KNF,99.99,21741,2305,10.6,451,19870830,19871120.0,0.00470575595259311,NA,NA,NA,NA,NA,32.5683532714844,17.022637939453148,28.999393463134766,66.48828125,-0.9188727148073993,-0.8728440076404124,-0.9261183846002943,41.34740399,-123.29069545
1988ALASKA,156,ALASKA,1988,yes,Forest,NPS,YNP,0.0,770,8,1.1,4,19880818,19881119.0,0.0215802430451433,37.8,20.6,11.3,NA,NA,25.838708496093773,11.438134765625023,28.136110305786133,68.04457092285156,0.21318088814902444,0.09895522261271807,0.20832828129425363,37.68409574,-119.491201
1988BUCKEYE,160,BUCKEYE,1988,yes,Forest,NPS,KNP,0.0,1290,302,23.4,255,19881016,19881023.0,0.00431746946267346,21.7,2.8,7.9,NA,NA,27.180444335937523,10.678613281250023,38.371612548828125,55.4954719543457,-0.47825191625737096,-0.5721477013934607,-0.5027798936244894,36.53426879,-118.74956143
1988CALNF00000155,153,1988CALNF00000155,1988,no,Forest,USF,LNF,85.0,375,235,62.5,226,19880828,19880901.0,0.0021516586312401,36.7,14.4,31.6,NA,NA,31.668878173828148,10.956689453125023,44.104129791259766,72.602996826171875,0.4343369105042743,0.4286661351759368,0.43711636236164725,40.55702558,-120.98791389
1988CLEARINGHOUSE,163,CLEARHOUSE,1988,no,Forest,USF,STF,93.99,1021,36,3.5,10,19880702,19880708.0,0.0169593784829452,NA,NA,NA,NA,NA,32.57015380859377,14.629144287109398,52.961585998535156,57.168373107910156,0.0709869814983751,0.12110345286766008,0.048963764798807624,37.67204802,-119.88418076
1988EAST_LECONTE,166,EAST LECONTE,1988,yes,Forest,NPS,YNP,0.0,1519,20,1.3,11,19880620,19881119.0,0.017400028263472,37.2,23.9,11.2,NA,NA,29.957513427734398,13.769616699218773,29.199281692504883,73.52589416503906,0.006104774087086418,-0.0068415923685873105,0.009915548807194991,37.94437746,-119.65728075
1988ECHO,167,ECHO,1988,yes,Forest,NPS,YNP,0.0,577,35,6.0,7,19880621,19881110.0,0.0251103616436347,38.3,20.6,13.4,NA,NA,25.184655761718773,9.704187011718773,28.777006149291992,64.92073059082031,0.566325044127318,0.43320792748938386,0.556570113941532,37.75304724,-119.43744211
1988ELBOW,170,ELBOW,1988,yes,Forest,NPS,YNP,0.0,184,3,1.7,3,19880810,19881110.0,0.0188436260845806,24.0,9.5,18.9,NA,NA,23.360467529296898,7.727777099609398,31.71682357788086,66.3927001953125,0.10226821682607204,-0.07330635341189233,0.09480939097981697,37.96852702,-119.40245541
1988GARNET,172,GARNET,1988,no,Forest,USF,SNF,100.0,924,33,3.5,13,19880829,19880902.0,0.0155248307178002,38.9,22.8,7.5,NA,NA,33.2734313964844,18.680810546875023,39.816532135009766,56.521175384521484,-0.017393278226441582,0.05003587618218336,-0.04043924385779875,36.88560533,-119.0087086
1988HAVILAH,174,HAVILAH,1988,no,Shrub,USF,SQF,51.77,652,216,33.1,196,19880811,19880814.0,NA,31.1,8.3,31.5,NA,NA,24.889428710937523,10.556787109375023,45.42524337768555,61.15903854370117,NA,NA,NA,35.47172245,-118.55025187
1988HERMIT,175,HERMIT,1988,no,Forest,USF,SHF,97.71,3391,1158,34.1,356,19880928,19881002.0,0.00365459601168164,32.2,3.9,20.7,NA,NA,30.132714843750023,10.601617431640648,48.726654052734375,53.26416015625,-0.20461596243646699,-0.2319289254489311,-0.23259534717736818,40.18751483,-123.04414655
1988LETTS,178,LETTS,1988,no,Forest,USF,MNF,96.15,1340,193,14.4,72,19881205,19881212.0,0.00865927549583648,NA,NA,NA,NA,NA,18.354791259765648,8.025384521484398,38.59652328491211,41.92768096923828,-0.15265281124649133,-0.4586854487663387,-0.1986844089067404,39.28133616,-122.79197663
1988LIGHTNING97,179,LIGHTNING #97 (BISON),1988,no,Forest,CDF,LMU,20.45,1386,769,55.5,689,19880810,19880817.0,0.00201191421605343,32.2,12.2,22.4,NA,NA,29.232629394531273,8.312646484375023,74.3498764038086,64.17539978027344,0.0791248062480174,0.017467043220978088,0.06853750400305161,41.246699,-120.686239
1988OBELISK,181,OBELISK,1988,no,Forest,USF,SNF,99.91,3045,289,9.5,36,19880724,19880801.0,0.0131734348636591,28.3,16.1,18.5,NA,NA,33.05498657226565,17.992517089843773,46.82301330566406,55.61229705810547,0.06527661928886086,0.12391129515828624,0.04083625119931699,36.87499833,-118.84190393
1988POWDERHOUSE,182,POWDERHOUSE,1988,no,Shrub,USF,MNF,80.59,906,6,0.7,3,19880826,19880828.0,NA,42.2,19.4,10.3,NA,NA,39.82244262695315,20.097619628906273,33.248252868652344,67.60765075683594,NA,NA,NA,39.66585216,-122.59529705
1988QUARTZITE,183,QUARTZITE,1988,yes,Forest,NPS,YNP,0.0,248,42,17.1,11,19880902,19881110.0,0.019011299493962,37.8,20.6,16.1,NA,NA,25.055017089843773,7.201470947265648,32.95595169067383,65.2968978881836,0.7448583917666891,0.6022285071912156,0.7357753739374622,37.74720907,-119.40658064
1988SIMPSON,185,SIMPSON,1988,yes,Forest,NPS,KNP,0.0,492,10,2.0,7,19880721,19880901.0,0.020083557210901,29.4,16.7,40.5,NA,NA,27.739678955078148,16.174645996093773,36.4641227722168,58.78520202636719,0.1783403464334954,0.11039858861220272,0.1588616921287942,36.99419356,-118.63759283
1988USF05131988000061,148, ,1988,no,Forest,USF,SQF,97.29,286,67,23.5,33,19880704,19880705.0,0.00864328361164306,32.2,10.0,28.7,NA,NA,29.497857666015648,12.908959960937523,52.07136154174805,66.20344543457031,0.21997632274079154,0.18307167678511793,0.2123705620524838,35.46921846,-118.70498529
1988USF05131988000066,149, ,1988,no,Shrub,USF,SQF,100.0,310,152,49.2,108,19880708,19880709.0,NA,32.8,10.6,26.7,NA,NA,36.6961608886719,17.894830322265648,45.55427932739258,65.05390930175781,NA,NA,NA,35.48673523,-118.71526483
1988USF05131988000074,150, ,1988,no,Shrub,USF,SQF,99.32,397,313,78.7,310,19880721,19880722.0,NA,41.7,26.1,26.7,NA,NA,39.6124206542969,22.837030029296898,54.092796325683594,62.53520965576172,NA,NA,NA,35.47346878,-118.76324505
1988USFS_ASSIST3,188,USFS ASSIST 3,1988,no,Forest,CDF,NEU,87.89,244,7,3.1,5,19880327,19880404.0,0.02326781422218,23.3,3.9,13.8,NA,NA,18.317590332031273,5.552545166015648,44.627933502197266,72.0772933959961,0.37077648428055693,0.07026340059173004,0.3723106366276745,39.47295115,-120.99770585
1988VERN,189,VERN,1988,yes,Forest,NPS,YNP,0.0,289,4,1.3,3,19880910,19881110.0,0.0213010531832737,31.1,13.3,6.8,NA,NA,24.828210449218773,8.075921630859398,32.68151092529297,78.86235809326172,0.2083894602475732,0.06917432281324266,0.22063330354145091,37.99057269,-119.71437427
1988WALKER,190,WALKER,1988,no,Forest,NPS,YNP,0.0,1247,283,22.7,176,19880620,19881110.0,0.00487047219649457,38.3,20.6,12.9,NA,NA,29.535058593750023,14.926751708984398,25.559707641601562,80.0749740600586,-0.3865364535241278,-0.42206972013546107,-0.37222699849710145,37.77457639,-119.73272998
1989BALCH,193,BALCH,1989,no,Forest,USF,SNF,100.0,3584,574,16.0,161,19890729,19890809.0,0.00871150795426734,36.7,22.2,4.2,NA,NA,30.988854980468773,16.781732177734398,46.46934127807617,59.250308990478516,-0.0807967430453797,-0.07672605937734502,-0.09944269734666056,36.93174396,-119.12624887
1989BURROUGH,194,BURROUGH,1989,no,Hardwood,CDF,FKU,64.41,637,3,0.5,2,19890723,19890730.0,NA,36.1,21.1,19.0,NA,NA,35.87386474609377,17.821679687500023,45.574466705322266,63.48894119262695,NA,NA,NA,36.99225285,-119.33944128
1989LAYMAN,197,LAYMAN,1989,no,Forest,USF,PNF,90.8,2012,580,28.8,212,19890906,19890912.0,0.00527200653238726,26.1,4.4,15.2,NA,NA,24.067681884765648,7.024285888671898,47.923675537109375,65.80005645751953,-0.05629284109305026,-0.22989122865031042,-0.06449907839781624,39.84482752,-120.64167839
1989POWERHOUSE,202,POWDERHOUSE,1989,no,Forest,USF,SNF,62.04,4863,480,9.9,99,19890728,19890803.0,0.00887807523500612,36.1,20.0,4.8,NA,NA,37.01311645507815,16.225579833984398,44.95494842529297,63.803443908691406,-0.3128803361269627,-0.1570356211158705,-0.3243736664388825,37.11202206,-119.46534462
1989RACK,203,RACK,1989,no,Forest,USF,PNF,100.0,1400,552,39.4,189,19890708,19890712.0,0.00534420018178785,34.4,16.1,20.6,NA,NA,29.186547851562523,10.341912841796898,46.700748443603516,70.10778045654297,0.39351273364483913,0.33988950242355503,0.3921878512182028,40.05436375,-120.34344272
1990A_ROCK,210,A-ROCK,1990,no,Forest,NPS,YNP,59.24,7281,2682,36.8,1513,19900807,19900821.0,0.00216668440027353,37.8,19.4,17.6,NA,NA,35.6170593261719,20.101617431640648,47.259132385253906,58.0953483581543,-0.6162946977740482,-0.5101364295454748,-0.6366206444662077,37.70082046,-119.78009046
1990AVALANCHE,211,AVALANCHE,1990,yes,Forest,NPS,KNP,0.0,1157,161,13.9,38,19900713,19901029.0,0.0113447592772815,31.1,25.6,21.0,NA,NA,27.280816650390648,15.440637207031273,19.504304885864258,60.475521087646484,0.09689633611154432,0.010881667111498558,0.08017189549037652,36.76250706,-118.6029859
1990BUTTES,214,BUTTES,1990,no,Forest,USF,TNF,68.18,122,44,36.3,41,19900807,19900813.0,0.00638192316917178,37.2,16.7,1.5,NA,NA,33.57875976562502,17.215051269531273,40.06689453125,68.85994720458984,0.4434010242266893,0.4996669355382657,0.4400825904168114,39.57694756,-120.63527093
1990CALNF00000109,207,1990CALNF00000109,1990,no,Forest,USF,LNF,100.0,136,71,51.9,71,19900911,19900913.0,0.00549599479148872,27.8,15.0,4.5,NA,NA,27.526147460937523,8.609857177734398,59.93800354003906,60.501834869384766,0.9359128003121933,0.8342965271289527,0.9194951395898521,40.84723065,-121.30701897
1990COTTONWOOD,216,COTTONWOOD,1990,no,Forest,CDF,TCU,85.83,991,326,32.9,205,19900913,19900920.0,0.00404593400078806,33.9,11.1,16.8,NA,NA,30.434442138671898,12.044671630859398,45.23606491088867,58.80581283569336,-0.15227075880696894,-0.17147266034154168,-0.1715011954205586,38.00542883,-120.20226931
1990CROWDER_MTN,217,CROWDER MOUNTAIN,1990,no,Shrub,USF,MDF,100.0,412,133,32.4,32,19900712,19900906.0,NA,38.3,13.3,29.8,NA,NA,34.72588500976565,16.334527587890648,46.07243728637695,61.3079833984375,NA,NA,NA,41.75761768,-120.54714499
1990GREENHORN,221,GREENHORN,1990,no,Forest,USF,PNF,79.06,165,45,27.3,22,19900629,19900703.0,0.00908970790957527,NA,NA,NA,NA,NA,23.868615722656273,9.160485839843773,47.07829666137695,69.7235107421875,0.426711814652,0.24906723537069766,0.42469523697294215,39.91748339,-120.73121169
1990KIRCH,222,KIRCH,1990,no,Forest,USF,SNF,95.36,1507,165,11.0,66,19900720,19900724.0,0.0106769025380116,37.8,23.9,8.1,NA,NA,36.5148864746094,20.128320312500023,49.405418395996094,55.25349426269531,-0.08311582272187205,0.05983744649609164,-0.1081127287942479,36.8997755,-119.17914009
1990LAUREL_LAKE2,223,LAUREL LAKE 2,1990,no,Forest,NPS,YNP,0.0,336,5,1.4,1,19900813,19900820.0,0.0392852594833056,31.7,16.7,4.9,NA,NA,25.893640136718773,10.774804687500023,48.049800872802734,56.89210510253906,0.8245974541192221,0.7115531989033238,0.8021230029959352,38.00477568,-119.79115995
1990PIUTE,227,PIUTE,1990,no,Forest,NPS,YNP,0.0,224,14,6.1,3,19900813,19900914.0,0.0276579644973995,NA,NA,NA,NA,NA,28.226373291015648,13.434594726562523,28.96477508544922,67.00125885009766,0.6670733409327269,0.6087776615552999,0.6606069107655668,37.95517561,-119.59797199
1990RECER,228,RECER,1990,no,Forest,USF,MNF,95.38,1389,207,14.9,74,19900808,19900902.0,0.0083069093269736,40.6,17.8,32.2,NA,NA,35.29482421875002,21.896661376953148,36.02407455444336,58.67902755737305,-0.173620557624665,-0.06292277669096868,-0.19317696916596705,39.79688993,-122.86791051
1990SAVAGE,229,SAVAGE,1990,no,Forest,USF,SNF,94.27,786,224,28.5,106,19900830,19900902.0,0.00692247108756059,24.4,7.2,26.2,NA,NA,31.088220214843773,13.645623779296898,52.27363586425781,51.53372573852539,0.2037235056012051,0.20312154456397694,0.17297048083393352,37.63567915,-119.88578946
1990STEAMBOAT,230,STEAMBOAT,1990,no,Forest,NPS,YNP,0.0,2470,338,13.7,132,19900807,19900820.0,0.00600249713798137,37.8,19.4,13.1,NA,NA,33.23262939453127,18.488549804687523,48.611751556396484,54.861183166503906,-0.5479142688552459,-0.4872984288697945,-0.5735122905249582,37.68163047,-119.71136444
1990STORMY,231,STORMY,1990,no,Forest,USF,SQF,98.39,9493,6114,64.4,5218,19900805,19900901.0,7.45561047712956e-4,42.8,26.7,8.0,NA,NA,32.0908142089844,18.778405761718773,51.50593566894531,67.71172332763672,-0.547332712627149,-0.5436986767454989,-0.5522695471877397,35.80547622,-118.52268351
1990T_GROVE4,232,T-GROVE 4,1990,no,Forest,NPS,YNP,0.0,301,4,1.3,3,19900807,19900816.0,0.020330105449764,NA,NA,NA,NA,NA,32.91036376953127,17.583764648437523,54.476409912109375,55.48313903808594,0.16173575806153406,0.22148012270603376,0.13703405836190144,37.80566241,-119.83792872
1990WALKER,233,WALKER,1990,no,Forest,USF,PNF,100.0,472,134,28.4,93,19900806,19900808.0,0.00623445372179553,43.3,14.4,20.6,NA,NA,31.162500000000023,15.657739257812523,39.34284591674805,59.19094467163086,0.09492652780852766,0.09621007252367197,0.07627329964225013,39.9870991,-120.70065657
1991BEAR,236,BEAR,1991,no,Forest,USF,MNF,100.0,339,15,4.5,13,19910128,19910201.0,0.0155722751918322,19.4,0.0,23.1,NA,NA,12.084802246093773,-0.031042480468727263,31.0860595703125,41.26060104370117,0.02680948800344967,-0.427934312407531,-0.020345368674423506,39.60984688,-122.80145446
1991FROG,238,FROG,1991,yes,Forest,NPS,YNP,0.0,1232,32,2.6,4,19910906,19910921.0,0.0266643134347765,32.8,16.7,1.8,NA,NA,27.679803466796898,10.710473632812523,33.92631149291992,68.62972259521484,0.48645584427684146,0.41669842399526613,0.482538404970152,37.97704778,-119.7786887
1991ILL,239,ILL,1991,no,Forest,NPS,YNP,0.0,1430,250,17.5,91,19910907,19910924.0,0.00988491377085986,33.9,14.4,6.8,NA,NA,25.271752929687523,10.081597900390648,33.46721267700195,71.68814849853516,0.10729516784755591,-0.03022709959783702,0.10831486079895203,37.70397161,-119.53916544
1991ROCK,242,ROCK,1991,no,Forest,USF,SHF,94.0,451,240,53.2,231,19910918,19910922.0,0.00370085503880493,NA,NA,NA,NA,NA,37.75563964843752,12.438226318359398,54.52681350708008,52.999671936035156,0.593953882435834,0.7434181052687808,0.5656898305254037,40.50520068,-123.1581626
1992ABERDEEN,246,ABERDEEN,1992,no,Shrub,USF,INF,81.72,210,136,64.8,67,19920624,19920701.0,NA,37.2,16.7,21.7,NA,NA,33.1619812011719,13.844140625000023,42.44770050048828,90.708892822265625,NA,NA,NA,36.97692784,-118.30132538
1992CALLBOX,248,CALLBOX,1992,no,Forest,USF,SQF,100.0,648,253,39.0,93,19920524,19920524.0,0.0092247049383178,29.4,6.7,20.2,NA,NA,30.820397949218773,14.666925048828148,48.81047058105469,56.631187438964844,0.9229254880216046,0.9097507733003364,0.9003011212218593,35.56918568,-118.58928475
1992CHAGOOPA,249,CHAGOOPA,1992,yes,Forest,NPS,KNP,0.0,255,17,6.7,5,19920715,19920920.0,0.0180206414000344,30.0,12.2,31.2,NA,NA,24.454400634765648,10.859460449218773,29.738954544067383,74.2899169921875,0.2633682858517067,0.11187572728415393,0.2684241109144657,36.48550133,-118.41581212
1992CLEVELAND,250,CLEVELAND,1992,no,Forest,USF,ENF,46.52,9258,5252,56.7,2307,19920929,19921012.0,9.67463384018037e-4,32.8,11.1,16.9,NA,NA,28.317590332031273,13.831414794921898,21.90872573852539,60.845394134521484,-0.6036578436974336,-0.6885246500223517,-0.6194990885104199,38.80960482,-120.41405416
1992DOME,253,DOME,1992,no,Forest,NPS,YNP,0.0,100,15,14.9,7,19920621,19920627.0,0.0183428790157766,NA,NA,NA,NA,NA,22.593988037109398,10.790521240234398,46.818336486816406,46.60371398925781,0.6185332594820642,0.41657277441465174,0.5798945588558257,37.75640094,-119.57028444
1992ITALIAN,256,ITALIAN,1992,no,Forest,USF,SNF,74.13,888,11,1.2,4,19920813,19920820.0,0.0312827358947,38.9,25.6,10.7,NA,NA,38.77852783203127,21.512109375000023,45.435340881347656,54.87507247924805,0.5885841812139636,0.7928429136525306,0.5629208726091979,37.14560493,-119.4122242
1992OSTRANDER,259,OSTRANDER,1992,yes,Forest,NPS,YNP,0.0,165,6,3.8,6,19920811,19920822.0,0.0162600726556691,37.2,20.6,12.7,NA,NA,26.826226806640648,14.167535400390648,44.351375579833984,77.82356262207031,0.04122398683620436,-0.050229448162593365,0.05184369711258001,37.63619211,-119.57522014
1992RAINBOW,260,RAINBOW,1992,no,Forest,USF,INF,92.22,3422,828,24.2,287,19920820,19920916.0,0.00504891358687863,23.3,9.4,37.1,NA,NA,24.381341552734398,5.576074218750023,45.700138092041016,72.678955078125,-0.2888271748554198,-0.45208446476116326,-0.28619497884815287,37.58931462,-119.08704359
1992RATTLESNAKE,261,RATTLESNAKE,1992,yes,Forest,NPS,KNP,0.0,138,13,9.3,10,19920716,19921018.0,0.0155251798105054,30.0,12.2,32.7,NA,NA,25.191278076171898,12.026818847656273,27.163257598876953,87.655914306640625,0.22130725992881292,0.0864738203233108,0.24750315149521973,36.41108129,-118.45721882
1992RUBY,262,RUBY,1992,no,Forest,USF,STF,77.43,1718,1209,70.4,1168,19920907,19920909.0,0.00118553882639211,24.4,10.0,17.9,NA,NA,30.587365722656273,12.040612792968773,40.613712310791016,50.62279510498047,0.16339125426499768,0.12659769619249953,0.1314911251601375,38.14501104,-120.19364726
1993BUCK_PEAK,267,BUCK PEAK,1993,yes,Forest,NPS,KNP,0.0,836,50,6.0,17,19930622,19931116.0,0.0179201414500926,28.9,16.1,13.7,NA,NA,26.442773437500023,12.323236083984398,20.995288848876953,79.06044006347656,0.22896976962257634,0.12682391230249118,0.24155943713292746,36.81761764,-118.57193374
1993CAINF00000035,264,1993CAINF00000035,1993,no,Grass,USF,INF,100.0,207,38,18.2,14,19930802,19930803.0,NA,32.2,13.9,27.8,NA,NA,27.951470947265648,8.897912597656273,71.32630157470703,49.421714782714844,NA,NA,NA,37.7781511,-118.89836983
1993ROAD,274,ROAD,1993,no,Forest,USF,ENF,62.05,128,17,13.1,8,19930510,19930512.0,NA,28.3,12.8,4.9,NA,NA,23.279565429687523,10.505822753906273,51.26122283935547,45.432373046875,NA,NA,NA,38.51681721,-120.28277956
1994BARKLEY,280,BARKLEY,1994,no,Forest,CDF,TGU,71.4,18124,544,3.0,332,19940918,19940925.0,0.00435821917013021,32.8,12.8,17.0,NA,NA,31.645135498046898,13.221368408203148,32.090267181396484,69.19189453125,-1.3083461696008711,-1.2807162544423512,-1.3113724323645124,40.14641479,-121.68385687
1994BEAR,281,BEAR,1994,no,Forest,USF,KNF,100.0,834,197,23.6,161,19940721,19940728.0,0.00304046529889787,41.7,18.9,16.4,NA,NA,37.7574401855469,17.195855712890648,51.829917907714844,66.83780670166016,-0.8206805341323193,-0.6543148283825604,-0.8272831331043442,41.7239153,-123.54110846
1994BIG_CREEK,282,BIG CREEK,1994,no,Forest,USF,SNF,99.54,2383,546,22.9,187,19940824,19940902.0,0.00612950908995627,NA,NA,NA,NA,NA,24.637536621093773,10.912438964843773,40.65414810180664,68.1695556640625,-0.1483824049811247,-0.3045925567567323,-0.15288536255329158,37.21336156,-119.26986358
1994COTTONWOOD,284,COTTONWOOD,1994,no,Forest,USF,TNF,74.15,19621,8780,44.7,4805,19940816,19940901.0,0.00148834659967394,31.5,3.9,13.8,NA,NA,30.642968750000023,8.739984130859398,37.57936477661133,83.2990951538086,-0.6667309637246649,-0.6875196200078325,-0.6471729828880943,39.59588474,-120.19713561
1994CREEK,285,CREEK,1994,no,Forest,CDF,TCU,85.25,591,103,17.4,77,19940809,19940816.0,0.00764869488407149,40.6,17.8,11.9,NA,NA,38.60622558593752,19.136804199218773,34.44270324707031,67.91459655761719,-0.15329467444423062,0.0374965919566355,-0.15823892071545875,38.06411385,-120.33080853
1994FOUR_LANE,290,FOUR LANE,1994,no,Forest,CDF,FKU,93.3,90,23,25.8,23,19940730,19940807.0,0.0135381682829553,39.4,23.9,6.1,NA,NA,36.52266845703127,21.310479736328148,36.48750305175781,63.30790710449219,0.7633549340662261,0.8980711940160504,0.7511894844271304,37.06786189,-119.45125225
1994HIRSCHDALE,292,HIRSCHDALE,1994,no,Forest,USF,TNF,79.18,445,99,22.2,41,19940811,19940822.0,0.0101273309831955,31.7,4.4,3.0,NA,NA,30.929650878906273,8.517022705078148,46.537086486816406,84.21746063232422,0.3249347667087779,0.32401712332417987,0.3457869909858972,39.39508118,-120.05918316
1994HORIZON,293,HORIZON,1994,yes,Forest,NPS,YNP,0.0,1337,66,4.9,21,19940531,19940819.0,0.0139330970003199,37.2,19.4,11.1,NA,NA,27.401330566406273,12.809533691406273,29.948524475097656,77.10816192626953,-0.06795496945838467,-0.14587744299595515,-0.05845811065945606,37.66311424,-119.52795912
1994JACK1,295,JACK #1,1994,no,Forest,USF,KNF,100.0,11305,1252,11.1,154,19940721,19940810.0,0.00837002230021863,41.7,18.9,26.5,NA,NA,36.4987731933594,18.829766845703148,48.172088623046875,65.459014892578125,-0.3224269020236784,-0.17992724557162668,-0.33129560396918994,41.64262888,-123.61082271
1994LUCAS4,298,LUCAS #4,1994,no,Forest,USF,SQF,78.79,2808,820,29.2,270,19940627,19940702.0,0.00750805462019529,36.7,13.3,29.5,NA,NA,37.76625976562502,20.871850585937523,30.614700317382812,74.1278076171875,0.3137330715985884,0.47712669797498203,0.3186897441398154,35.46137559,-118.69775216
1994PEAK,300,PEAK,1994,no,Shrub,USF,SQF,99.44,1197,558,46.6,532,19940627,19940702.0,NA,36.7,13.3,26.1,NA,NA,40.32259521484377,22.538659667968773,31.579071044921875,75.33826446533203,NA,NA,NA,35.4923265,-118.71695751
1994SPECIMEN,306,SPECIMEN,1994,no,Forest,USF,KNF,100.0,3432,997,29.0,446,19940918,19941012.0,0.00325279640687803,NA,NA,NA,NA,NA,33.02578125000002,16.344171142578148,31.862014770507812,57.23084259033203,-0.5309585404311878,-0.484148038962912,-0.5527050772006855,41.35970948,-123.14719646
1994SUGARFOOT,307,SUGARFOOT,1994,no,Forest,USF,MNF,86.97,1106,162,14.7,46,19940827,19940910.0,0.0092438752339817,35.6,21.7,16.2,NA,NA,27.092004394531273,13.712365722656273,45.95939636230469,59.89435577392578,-0.0749772574848098,-0.16609554316221575,-0.09261451472596735,39.886697,-122.79685593
1994WHITE_BLANKET,308,WHITE BLANKET,1994,no,Shrub/Grass,USF,SQF,56.55,1060,820,77.4,811,19940621,19940626.0,NA,36.7,15.6,14.1,NA,NA,39.06264648437502,19.438989257812523,30.167558670043945,89.16080474853516,NA,NA,NA,35.74715582,-118.17594294
1995CASTLE,313,CASTLE WF,1995,no,Forest,NPS,KNP,0.0,736,17,2.3,3,19951109,19951211.0,0.0342432492431476,16.7,-0.6,8.6,NA,NA,20.416802978515648,5.138879394531273,34.782081604003906,87.6932373046875,0.7242737747527009,0.47589290215488944,0.7504797947671283,36.53026496,-118.70349548
1995HELESTER,316,HELESTER,1995,no,Forest,USF,TNF,100.0,258,55,21.5,55,19950811,19950816.0,0.00564040220856302,NA,NA,NA,NA,NA,28.412408447265648,16.218713378906273,43.51966857910156,75.345611572265625,-0.28915363563914426,-0.3516399400643265,-0.2823262379581957,39.209739570000004,-120.65985549
1995PONY,320,PONY,1995,no,Forest,USF,KNF,100.0,852,179,21.0,146,19950801,19950815.0,0.00349413934372642,38.9,14.4,24.6,NA,NA,34.58590087890627,16.695794677734398,42.82099151611328,50.812767028808594,-0.7885976145698743,-0.6988254404615108,-0.8205422922488601,41.63809857,-123.57242601
1995ROCKY,322,ROCKY,1995,no,Shrub,USF,SQF,100.0,698,624,89.4,621,19950717,19950719.0,NA,32.2,13.3,27.7,NA,NA,33.2434020996094,17.164605712890648,45.896644592285156,55.34285354614258,NA,NA,NA,35.48149614,-118.75228317
1996ACKERSON,327,ACKERSON,1996,no,Forest,NPS,YNP,18.97,24123,4078,16.9,319,19960814,19960821.0,0.00531742012768292,NA,NA,NA,NA,NA,29.970513916015648,14.861444091796898,48.09107971191406,62.04612350463867,-0.5374171511770306,-0.5589276610976605,-0.5516386749827854,37.91353817,-119.83091882
1996BIG_ARROYO,333,BIG ARROYO,1996,yes,Forest,NPS,KNP,0.0,1410,48,3.4,7,19960802,19961105.0,0.0240609777611934,NA,NA,NA,NA,NA,23.400079345703148,7.987481689453148,26.970333099365234,87.15586853027344,0.41664220720015566,0.2410746189673402,0.4420067147326895,36.46225821,-118.43521976
1996BOREL,335,BOREL,1996,no,Forest,USF,SQF,100.0,1099,130,11.8,71,19960801,19960805.0,0.00879437041852958,34.4,15.0,19.7,NA,NA,34.73507080078127,19.081994628906273,50.70778274536133,83.37354278564453,-0.24416568738743546,-0.14548198917848526,-0.2247196637109389,35.58643985,-118.568347
1996CASTLE_COMPLEX,337,CASTLE COMPLEX,1996,no,Forest,NPS,KNP,0.0,1148,48,4.2,11,19960726,19961105.0,0.0173672673458318,30.0,13.3,10.4,19.7,97.8,30.458947753906273,15.553338623046898,25.525108337402344,95.22516632080078,0.12355921723542093,0.12130518396243048,0.161680999342094,36.52673935,-118.66778911
1996DAMON,340,DAMON/LONG,1996,no,Grass,USF,MDF,95.87,9462,122,1.3,45,19960826,19960830.0,NA,33.3,17.2,14.9,NA,NA,33.85000000000002,9.083734130859398,74.35301971435547,50.744117736816406,NA,NA,NA,41.51108105,-121.32510791
